pop,median_ibkg,seed_1000,seed_1001,seed_1002,seed_1003,seed_1004
IT2,0.012971706461527023,-0.005206392015513133,0.0207087115174186,0.00031725096907109246,0.012971706461527023,0.016481663076791928
PV2,0.004927141460525092,0.004927141460525092,0.003747491524828549,0.004187133273435017,0.008021372380355198,0.007228294709504022
SOM2,0.009354352918332094,0.009437176828909656,0.0075554051121017075,0.009354352918332094,0.012039614037599213,0.0036234058785656036
VIP2,0.005840714043751241,0.005080971338186558,0.011027928853490744,0.01139265057528116,0.005840714043751241,0.005354711939590828
NGF2,-0.0004624264385527837,0.00021335468258154374,-0.0008618149602378477,-0.0027299620504819106,-0.0004624264385527837,0.00039474669271238
